id,department,program,semester,section
S_SE_BS_02C017,SE,BS,2,2C
S_SE_BS_02C018,SE,BS,2,2C
S_SE_BS_02C019,SE,BS,2,2C
S_SE_BS_02C020,SE,BS,2,2C
S_SE_BS_02C021,SE,BS,2,2C
S_SE_BS_02C022,SE,BS,2,2C
S_SE_BS_02C023,SE,BS,2,2C
S_SE_BS_02C024,SE,BS,2,2C
S_SE_BS_02C025,SE,BS,2,2C
S_SE_BS_02C026,SE,BS,2,2C
S_SE_BS_02C027,SE,BS,2,2C
S_SE_BS_02C028,SE,BS,2,2C
S_SE_BS_02C029,SE,BS,2,2C
S_SE_BS_02C030,SE,BS,2,2C
S_SE_BS_02C031,SE,BS,2,2C
S_SE_BS_02C032,SE,BS,2,2C
S_SE_BS_02C033,SE,BS,2,2C
S_SE_BS_02C034,SE,BS,2,2C
S_SE_BS_02C035,SE,BS,2,2C
S_SE_BS_02C036,SE,BS,2,2C
S_SE_BS_02C037,SE,BS,2,2C
S_SE_BS_02C038,SE,BS,2,2C
S_SE_BS_02C039,SE,BS,2,2C
S_SE_BS_02C040,SE,BS,2,2C
S_SE_BS_02C041,SE,BS,2,2C
S_SE_BS_02C042,SE,BS,2,2C
S_SE_BS_02C043,SE,BS,2,2C
S_SE_BS_03A001,SE,BS,3,3A
S_SE_BS_03A002,SE,BS,3,3A
S_SE_BS_03A003,SE,BS,3,3A
S_SE_BS_03A004,SE,BS,3,3A
S_SE_BS_03A005,SE,BS,3,3A
S_SE_BS_03A006,SE,BS,3,3A
S_SE_BS_03A007,SE,BS,3,3A
S_SE_BS_03A008,SE,BS,3,3A
S_SE_BS_03A009,SE,BS,3,3A
S_SE_BS_03A010,SE,BS,3,3A
S_SE_BS_03A011,SE,BS,3,3A
S_SE_BS_03A012,SE,BS,3,3A
S_SE_BS_03A013,SE,BS,3,3A
S_SE_BS_03A014,SE,BS,3,3A
S_SE_BS_03A015,SE,BS,3,3A
S_SE_BS_03A016,SE,BS,3,3A
S_SE_BS_03A017,SE,BS,3,3A
S_SE_BS_03A018,SE,BS,3,3A
S_SE_BS_03A019,SE,BS,3,3A
S_SE_BS_03A020,SE,BS,3,3A
S_SE_BS_03A021,SE,BS,3,3A
S_SE_BS_03A022,SE,BS,3,3A
S_SE_BS_03A023,SE,BS,3,3A
S_SE_BS_03A024,SE,BS,3,3A
S_SE_BS_03A025,SE,BS,3,3A
S_SE_BS_03A026,SE,BS,3,3A
S_SE_BS_03A027,SE,BS,3,3A
S_SE_BS_03A028,SE,BS,3,3A
S_SE_BS_03A029,SE,BS,3,3A
S_SE_BS_03A030,SE,BS,3,3A
S_SE_BS_03A031,SE,BS,3,3A
S_SE_BS_03A032,SE,BS,3,3A
S_SE_BS_03A033,SE,BS,3,3A
S_SE_BS_03A034,SE,BS,3,3A
S_SE_BS_03A035,SE,BS,3,3A
S_SE_BS_03A036,SE,BS,3,3A
S_SE_BS_03A037,SE,BS,3,3A
S_SE_BS_03A038,SE,BS,3,3A
S_SE_BS_03A039,SE,BS,3,3A
S_SE_BS_03A040,SE,BS,3,3A
S_SE_BS_03B001,SE,BS,3,3B
S_SE_BS_03B002,SE,BS,3,3B
S_SE_BS_03B003,SE,BS,3,3B
S_SE_BS_03B004,SE,BS,3,3B
S_SE_BS_03B005,SE,BS,3,3B
S_SE_BS_03B006,SE,BS,3,3B
S_SE_BS_03B007,SE,BS,3,3B
S_SE_BS_03B008,SE,BS,3,3B
S_SE_BS_03B009,SE,BS,3,3B
S_SE_BS_03B010,SE,BS,3,3B
S_SE_BS_03B011,SE,BS,3,3B
S_SE_BS_03B012,SE,BS,3,3B
S_SE_BS_03B013,SE,BS,3,3B
S_SE_BS_03B014,SE,BS,3,3B
S_SE_BS_03B015,SE,BS,3,3B
S_SE_BS_03B016,SE,BS,3,3B
S_SE_BS_03B017,SE,BS,3,3B
S_SE_BS_03B018,SE,BS,3,3B
S_SE_BS_03B019,SE,BS,3,3B
S_SE_BS_03B020,SE,BS,3,3B
S_SE_BS_03B021,SE,BS,3,3B
S_SE_BS_03B022,SE,BS,3,3B
S_SE_BS_03B023,SE,BS,3,3B
S_SE_BS_03B024,SE,BS,3,3B
S_SE_BS_03B025,SE,BS,3,3B
S_SE_BS_03B026,SE,BS,3,3B
S_SE_BS_03B027,SE,BS,3,3B
S_SE_BS_03B028,SE,BS,3,3B
S_SE_BS_03B029,SE,BS,3,3B
S_SE_BS_03B030,SE,BS,3,3B
S_SE_BS_03B031,SE,BS,3,3B
S_SE_BS_03B032,SE,BS,3,3B
S_SE_BS_03B033,SE,BS,3,3B
S_SE_BS_03B034,SE,BS,3,3B
S_SE_BS_03B035,SE,BS,3,3B
S_SE_BS_03B036,SE,BS,3,3B
S_SE_BS_03B037,SE,BS,3,3B
S_SE_BS_03B038,SE,BS,3,3B
S_SE_BS_03C001,SE,BS,3,3C
S_SE_BS_03C002,SE,BS,3,3C
S_SE_BS_03C003,SE,BS,3,3C
S_SE_BS_03C004,SE,BS,3,3C
S_SE_BS_03C005,SE,BS,3,3C
S_SE_BS_03C006,SE,BS,3,3C
S_SE_BS_03C007,SE,BS,3,3C
S_SE_BS_03C008,SE,BS,3,3C
S_SE_BS_03C009,SE,BS,3,3C
S_SE_BS_03C010,SE,BS,3,3C
S_SE_BS_03C011,SE,BS,3,3C
S_SE_BS_03C012,SE,BS,3,3C
S_SE_BS_03C013,SE,BS,3,3C
S_SE_BS_03C014,SE,BS,3,3C
S_SE_BS_03C015,SE,BS,3,3C
S_SE_BS_03C016,SE,BS,3,3C
S_SE_BS_03C017,SE,BS,3,3C
S_SE_BS_03C018,SE,BS,3,3C
S_SE_BS_03C019,SE,BS,3,3C
S_SE_BS_03C020,SE,BS,3,3C
S_SE_BS_03C021,SE,BS,3,3C
S_SE_BS_03C022,SE,BS,3,3C
S_SE_BS_03C023,SE,BS,3,3C
S_SE_BS_03C024,SE,BS,3,3C
S_SE_BS_03C025,SE,BS,3,3C
S_SE_BS_03C026,SE,BS,3,3C
S_SE_BS_03C027,SE,BS,3,3C
S_SE_BS_03C028,SE,BS,3,3C
S_SE_BS_03C029,SE,BS,3,3C
S_SE_BS_03C030,SE,BS,3,3C
S_SE_BS_03C031,SE,BS,3,3C
S_SE_BS_03C032,SE,BS,3,3C
S_SE_BS_03C033,SE,BS,3,3C
S_SE_BS_03C034,SE,BS,3,3C
S_SE_BS_03C035,SE,BS,3,3C
S_SE_BS_03C036,SE,BS,3,3C
S_SE_BS_03C037,SE,BS,3,3C
S_SE_BS_03C038,SE,BS,3,3C
S_SE_BS_03C039,SE,BS,3,3C
S_SE_BS_03C040,SE,BS,3,3C
S_SE_BS_03C041,SE,BS,3,3C
S_SE_BS_03C042,SE,BS,3,3C
S_SE_BS_03C043,SE,BS,3,3C
S_SE_BS_03C044,SE,BS,3,3C
S_SE_BS_03C045,SE,BS,3,3C
S_SE_BS_03C046,SE,BS,3,3C
S_SE_BS_03C047,SE,BS,3,3C
S_SE_BS_04A001,SE,BS,4,4A
S_SE_BS_04A002,SE,BS,4,4A
S_SE_BS_04A003,SE,BS,4,4A
S_SE_BS_04A004,SE,BS,4,4A
S_SE_BS_04A005,SE,BS,4,4A
S_SE_BS_04A006,SE,BS,4,4A
S_SE_BS_04A007,SE,BS,4,4A
S_SE_BS_04A008,SE,BS,4,4A
S_SE_BS_04A009,SE,BS,4,4A
S_SE_BS_04A010,SE,BS,4,4A
S_SE_BS_04A011,SE,BS,4,4A
S_SE_BS_04A012,SE,BS,4,4A
S_SE_BS_04A013,SE,BS,4,4A
S_SE_BS_04A014,SE,BS,4,4A
S_SE_BS_04A015,SE,BS,4,4A
S_SE_BS_04A016,SE,BS,4,4A
S_SE_BS_04A017,SE,BS,4,4A
S_SE_BS_04A018,SE,BS,4,4A
S_SE_BS_04A019,SE,BS,4,4A
S_SE_BS_04A020,SE,BS,4,4A
S_SE_BS_04A021,SE,BS,4,4A
S_SE_BS_04A022,SE,BS,4,4A
S_SE_BS_04A023,SE,BS,4,4A
S_SE_BS_04A024,SE,BS,4,4A
S_SE_BS_04A025,SE,BS,4,4A
S_SE_BS_04A026,SE,BS,4,4A
S_SE_BS_04A027,SE,BS,4,4A
S_SE_BS_04A028,SE,BS,4,4A
S_SE_BS_04A029,SE,BS,4,4A
S_SE_BS_04A030,SE,BS,4,4A
S_SE_BS_04A031,SE,BS,4,4A
S_SE_BS_04A032,SE,BS,4,4A
S_SE_BS_04A033,SE,BS,4,4A
S_SE_BS_04A034,SE,BS,4,4A
S_SE_BS_04A035,SE,BS,4,4A
S_SE_BS_04A036,SE,BS,4,4A
S_SE_BS_04B001,SE,BS,4,4B
S_SE_BS_04B002,SE,BS,4,4B
S_SE_BS_04B003,SE,BS,4,4B
S_SE_BS_04B004,SE,BS,4,4B
S_SE_BS_04B005,SE,BS,4,4B
S_SE_BS_04B006,SE,BS,4,4B
S_SE_BS_04B007,SE,BS,4,4B
S_SE_BS_04B008,SE,BS,4,4B
S_SE_BS_04B009,SE,BS,4,4B
S_SE_BS_04B010,SE,BS,4,4B
S_SE_BS_04B011,SE,BS,4,4B
S_SE_BS_04B012,SE,BS,4,4B
S_SE_BS_04B013,SE,BS,4,4B
S_SE_BS_04B014,SE,BS,4,4B
S_SE_BS_04B015,SE,BS,4,4B
S_SE_BS_04B016,SE,BS,4,4B
S_SE_BS_04B017,SE,BS,4,4B
S_SE_BS_04B018,SE,BS,4,4B
S_SE_BS_04B019,SE,BS,4,4B
S_SE_BS_04B020,SE,BS,4,4B
S_SE_BS_04B021,SE,BS,4,4B
S_SE_BS_04B022,SE,BS,4,4B
S_SE_BS_04B023,SE,BS,4,4B
S_SE_BS_04B024,SE,BS,4,4B
S_SE_BS_04B025,SE,BS,4,4B
S_SE_BS_04B026,SE,BS,4,4B
S_SE_BS_04B027,SE,BS,4,4B
S_SE_BS_04B028,SE,BS,4,4B
S_SE_BS_04B029,SE,BS,4,4B
S_SE_BS_04B030,SE,BS,4,4B
S_SE_BS_04B031,SE,BS,4,4B
S_SE_BS_04B032,SE,BS,4,4B
S_SE_BS_04B033,SE,BS,4,4B
S_SE_BS_04B034,SE,BS,4,4B
S_SE_BS_04B035,SE,BS,4,4B
S_SE_BS_04B036,SE,BS,4,4B
S_SE_BS_04B037,SE,BS,4,4B
S_SE_BS_04B038,SE,BS,4,4B
S_SE_BS_04B039,SE,BS,4,4B
S_SE_BS_04B040,SE,BS,4,4B
S_SE_BS_04B041,SE,BS,4,4B
S_SE_BS_04B042,SE,BS,4,4B
S_SE_BS_04B043,SE,BS,4,4B
S_SE_BS_04B044,SE,BS,4,4B
S_SE_BS_04B045,SE,BS,4,4B
S_SE_BS_04B046,SE,BS,4,4B
S_SE_BS_04B047,SE,BS,4,4B
S_SE_BS_04B048,SE,BS,4,4B
S_SE_BS_04B049,SE,BS,4,4B
S_SE_BS_04B050,SE,BS,4,4B
S_SE_BS_04C001,SE,BS,4,4C
S_SE_BS_04C002,SE,BS,4,4C
S_SE_BS_04C003,SE,BS,4,4C
S_SE_BS_04C004,SE,BS,4,4C
S_SE_BS_04C005,SE,BS,4,4C
S_SE_BS_04C006,SE,BS,4,4C
S_SE_BS_04C007,SE,BS,4,4C
S_SE_BS_04C008,SE,BS,4,4C
S_SE_BS_04C009,SE,BS,4,4C
S_SE_BS_04C010,SE,BS,4,4C
S_SE_BS_04C011,SE,BS,4,4C
S_SE_BS_04C012,SE,BS,4,4C
S_SE_BS_04C013,SE,BS,4,4C
S_SE_BS_04C014,SE,BS,4,4C
S_SE_BS_04C015,SE,BS,4,4C
S_SE_BS_04C016,SE,BS,4,4C
S_SE_BS_04C017,SE,BS,4,4C
S_SE_BS_04C018,SE,BS,4,4C
S_SE_BS_04C019,SE,BS,4,4C
S_SE_BS_04C020,SE,BS,4,4C
S_SE_BS_04C021,SE,BS,4,4C
S_SE_BS_04C022,SE,BS,4,4C
S_SE_BS_04C023,SE,BS,4,4C
S_SE_BS_04C024,SE,BS,4,4C
S_SE_BS_04C025,SE,BS,4,4C
S_SE_BS_04C026,SE,BS,4,4C
S_SE_BS_04C027,SE,BS,4,4C
S_SE_BS_04C028,SE,BS,4,4C
S_SE_BS_04C029,SE,BS,4,4C
S_SE_BS_04C030,SE,BS,4,4C
S_SE_BS_04C031,SE,BS,4,4C
S_SE_BS_04C032,SE,BS,4,4C
S_SE_BS_04C033,SE,BS,4,4C
S_SE_BS_04C034,SE,BS,4,4C
S_SE_BS_04C035,SE,BS,4,4C
S_SE_BS_04C036,SE,BS,4,4C
S_SE_BS_04C037,SE,BS,4,4C
S_SE_BS_04C038,SE,BS,4,4C
S_SE_BS_04C039,SE,BS,4,4C
S_SE_BS_04C040,SE,BS,4,4C
S_SE_BS_04C041,SE,BS,4,4C
S_SE_BS_04C042,SE,BS,4,4C
S_SE_BS_05A001,SE,BS,5,5A
S_SE_BS_05A002,SE,BS,5,5A
S_SE_BS_05A003,SE,BS,5,5A
S_SE_BS_05A004,SE,BS,5,5A
S_SE_BS_05A005,SE,BS,5,5A
S_SE_BS_05A006,SE,BS,5,5A
S_SE_BS_05A007,SE,BS,5,5A
S_SE_BS_05A008,SE,BS,5,5A
S_SE_BS_05A009,SE,BS,5,5A
S_SE_BS_05A010,SE,BS,5,5A
S_SE_BS_05A011,SE,BS,5,5A
S_SE_BS_05A012,SE,BS,5,5A
S_SE_BS_05A013,SE,BS,5,5A
S_SE_BS_05A014,SE,BS,5,5A
S_SE_BS_05A015,SE,BS,5,5A
S_SE_BS_05A016,SE,BS,5,5A
S_SE_BS_05A017,SE,BS,5,5A
S_SE_BS_05A018,SE,BS,5,5A
S_SE_BS_05A019,SE,BS,5,5A
S_SE_BS_05A020,SE,BS,5,5A
S_SE_BS_05A021,SE,BS,5,5A
S_SE_BS_05A022,SE,BS,5,5A
S_SE_BS_05A023,SE,BS,5,5A
S_SE_BS_05A024,SE,BS,5,5A
S_SE_BS_05A025,SE,BS,5,5A
S_SE_BS_05A026,SE,BS,5,5A
S_SE_BS_05A027,SE,BS,5,5A
S_SE_BS_05A028,SE,BS,5,5A
S_SE_BS_05A029,SE,BS,5,5A
S_SE_BS_05A030,SE,BS,5,5A
S_SE_BS_05A031,SE,BS,5,5A
S_SE_BS_05A032,SE,BS,5,5A
S_SE_BS_05A033,SE,BS,5,5A
S_SE_BS_05A034,SE,BS,5,5A
S_SE_BS_05A035,SE,BS,5,5A
S_SE_BS_05A036,SE,BS,5,5A
S_SE_BS_05A037,SE,BS,5,5A
S_SE_BS_05A038,SE,BS,5,5A
S_SE_BS_05A039,SE,BS,5,5A
S_SE_BS_05A040,SE,BS,5,5A
S_SE_BS_05A041,SE,BS,5,5A
S_SE_BS_05B001,SE,BS,5,5B
S_SE_BS_05B002,SE,BS,5,5B
S_SE_BS_05B003,SE,BS,5,5B
S_SE_BS_05B004,SE,BS,5,5B
S_SE_BS_05B005,SE,BS,5,5B
S_SE_BS_05B006,SE,BS,5,5B
S_SE_BS_05B007,SE,BS,5,5B
S_SE_BS_05B008,SE,BS,5,5B
S_SE_BS_05B009,SE,BS,5,5B
S_SE_BS_05B010,SE,BS,5,5B
S_SE_BS_05B011,SE,BS,5,5B
S_SE_BS_05B012,SE,BS,5,5B
S_SE_BS_05B013,SE,BS,5,5B
S_SE_BS_05B014,SE,BS,5,5B
S_SE_BS_05B015,SE,BS,5,5B
S_SE_BS_05B016,SE,BS,5,5B
S_SE_BS_05B017,SE,BS,5,5B
S_SE_BS_05B018,SE,BS,5,5B
S_SE_BS_05B019,SE,BS,5,5B
S_SE_BS_05B020,SE,BS,5,5B
S_SE_BS_05B021,SE,BS,5,5B
S_SE_BS_05B022,SE,BS,5,5B
S_SE_BS_05B023,SE,BS,5,5B
S_SE_BS_05B024,SE,BS,5,5B
S_SE_BS_05B025,SE,BS,5,5B
S_SE_BS_05B026,SE,BS,5,5B
S_SE_BS_05B027,SE,BS,5,5B
S_SE_BS_05B028,SE,BS,5,5B
S_SE_BS_05B029,SE,BS,5,5B
S_SE_BS_05B030,SE,BS,5,5B
S_SE_BS_05B031,SE,BS,5,5B
S_SE_BS_05B032,SE,BS,5,5B
S_SE_BS_05B033,SE,BS,5,5B
S_SE_BS_05B034,SE,BS,5,5B
S_SE_BS_05B035,SE,BS,5,5B
S_SE_BS_05B036,SE,BS,5,5B
S_SE_BS_05B037,SE,BS,5,5B
S_SE_BS_05B038,SE,BS,5,5B
S_SE_BS_05B039,SE,BS,5,5B
S_SE_BS_05B040,SE,BS,5,5B
S_SE_BS_05B041,SE,BS,5,5B
S_SE_BS_05B042,SE,BS,5,5B
S_SE_BS_05B043,SE,BS,5,5B
S_SE_BS_05B044,SE,BS,5,5B
S_SE_BS_05B045,SE,BS,5,5B
S_SE_BS_05B046,SE,BS,5,5B
S_SE_BS_05B047,SE,BS,5,5B
S_SE_BS_05B048,SE,BS,5,5B
S_SE_BS_05B049,SE,BS,5,5B
S_SE_BS_05C001,SE,BS,5,5C
S_SE_BS_05C002,SE,BS,5,5C
S_SE_BS_05C003,SE,BS,5,5C
S_SE_BS_05C004,SE,BS,5,5C
S_SE_BS_05C005,SE,BS,5,5C
S_SE_BS_05C006,SE,BS,5,5C
S_SE_BS_05C007,SE,BS,5,5C
S_SE_BS_05C008,SE,BS,5,5C
S_SE_BS_05C009,SE,BS,5,5C
S_SE_BS_05C010,SE,BS,5,5C
S_SE_BS_05C011,SE,BS,5,5C
S_SE_BS_05C012,SE,BS,5,5C
S_SE_BS_05C013,SE,BS,5,5C
S_SE_BS_05C014,SE,BS,5,5C
S_SE_BS_05C015,SE,BS,5,5C
S_SE_BS_05C016,SE,BS,5,5C
S_SE_BS_05C017,SE,BS,5,5C
S_SE_BS_05C018,SE,BS,5,5C
S_SE_BS_05C019,SE,BS,5,5C
S_SE_BS_05C020,SE,BS,5,5C
S_SE_BS_05C021,SE,BS,5,5C
S_SE_BS_05C022,SE,BS,5,5C
S_SE_BS_05C023,SE,BS,5,5C
S_SE_BS_05C024,SE,BS,5,5C
S_SE_BS_05C025,SE,BS,5,5C
S_SE_BS_05C026,SE,BS,5,5C
S_SE_BS_05C027,SE,BS,5,5C
S_SE_BS_05C028,SE,BS,5,5C
S_SE_BS_05C029,SE,BS,5,5C
S_SE_BS_05C030,SE,BS,5,5C
S_SE_BS_05C031,SE,BS,5,5C
S_SE_BS_05C032,SE,BS,5,5C
S_SE_BS_05C033,SE,BS,5,5C
S_SE_BS_05C034,SE,BS,5,5C
S_SE_BS_05C035,SE,BS,5,5C
S_SE_BS_05C036,SE,BS,5,5C
S_SE_BS_05C037,SE,BS,5,5C
S_SE_BS_05C038,SE,BS,5,5C
S_SE_BS_05C039,SE,BS,5,5C
S_SE_BS_05C040,SE,BS,5,5C
S_SE_BS_05C041,SE,BS,5,5C
S_SE_BS_05C042,SE,BS,5,5C
S_SE_BS_05C043,SE,BS,5,5C
S_SE_BS_05C044,SE,BS,5,5C
S_SE_BS_05C045,SE,BS,5,5C
S_SE_BS_05C046,SE,BS,5,5C
S_SE_BS_06A001,SE,BS,6,6A
S_SE_BS_06A002,SE,BS,6,6A
S_SE_BS_06A003,SE,BS,6,6A
S_SE_BS_06A004,SE,BS,6,6A
S_SE_BS_06A005,SE,BS,6,6A
S_SE_BS_06A006,SE,BS,6,6A
S_SE_BS_06A007,SE,BS,6,6A
S_SE_BS_06A008,SE,BS,6,6A
S_SE_BS_06A009,SE,BS,6,6A
S_SE_BS_06A010,SE,BS,6,6A
S_SE_BS_06A011,SE,BS,6,6A
S_SE_BS_06A012,SE,BS,6,6A
S_SE_BS_06A013,SE,BS,6,6A
S_SE_BS_06A014,SE,BS,6,6A
S_SE_BS_06A015,SE,BS,6,6A
S_SE_BS_06A016,SE,BS,6,6A
S_SE_BS_06A017,SE,BS,6,6A
S_SE_BS_06A018,SE,BS,6,6A
S_SE_BS_06A019,SE,BS,6,6A
S_SE_BS_06A020,SE,BS,6,6A
S_SE_BS_06A021,SE,BS,6,6A
S_SE_BS_06A022,SE,BS,6,6A
S_SE_BS_06A023,SE,BS,6,6A
S_SE_BS_06A024,SE,BS,6,6A
S_SE_BS_06A025,SE,BS,6,6A
S_SE_BS_06A026,SE,BS,6,6A
S_SE_BS_06A027,SE,BS,6,6A
S_SE_BS_06A028,SE,BS,6,6A
S_SE_BS_06A029,SE,BS,6,6A
S_SE_BS_06A030,SE,BS,6,6A
S_SE_BS_06A031,SE,BS,6,6A
S_SE_BS_06A032,SE,BS,6,6A
S_SE_BS_06A033,SE,BS,6,6A
S_SE_BS_06A034,SE,BS,6,6A
S_SE_BS_06A035,SE,BS,6,6A
S_SE_BS_06A036,SE,BS,6,6A
S_SE_BS_06A037,SE,BS,6,6A
S_SE_BS_06A038,SE,BS,6,6A
S_SE_BS_06A039,SE,BS,6,6A
S_SE_BS_06A040,SE,BS,6,6A
S_SE_BS_06A041,SE,BS,6,6A
S_SE_BS_06A042,SE,BS,6,6A
S_SE_BS_06A043,SE,BS,6,6A
S_SE_BS_06A044,SE,BS,6,6A
S_SE_BS_06B001,SE,BS,6,6B
S_SE_BS_06B002,SE,BS,6,6B
S_SE_BS_06B003,SE,BS,6,6B
S_SE_BS_06B004,SE,BS,6,6B
S_SE_BS_06B005,SE,BS,6,6B
S_SE_BS_06B006,SE,BS,6,6B
S_SE_BS_06B007,SE,BS,6,6B
S_SE_BS_06B008,SE,BS,6,6B
S_SE_BS_06B009,SE,BS,6,6B
S_SE_BS_06B010,SE,BS,6,6B
S_SE_BS_06B011,SE,BS,6,6B
S_SE_BS_06B012,SE,BS,6,6B
S_SE_BS_06B013,SE,BS,6,6B
S_SE_BS_06B014,SE,BS,6,6B
S_SE_BS_06B015,SE,BS,6,6B
S_SE_BS_06B016,SE,BS,6,6B
S_SE_BS_06B017,SE,BS,6,6B
S_SE_BS_06B018,SE,BS,6,6B
S_SE_BS_06B019,SE,BS,6,6B
S_SE_BS_06B020,SE,BS,6,6B
S_SE_BS_06B021,SE,BS,6,6B
S_SE_BS_06B022,SE,BS,6,6B
S_SE_BS_06B023,SE,BS,6,6B
S_SE_BS_06B024,SE,BS,6,6B
S_SE_BS_06B025,SE,BS,6,6B
S_SE_BS_06B026,SE,BS,6,6B
S_SE_BS_06B027,SE,BS,6,6B
S_SE_BS_06B028,SE,BS,6,6B
S_SE_BS_06B029,SE,BS,6,6B
S_SE_BS_06B030,SE,BS,6,6B
S_SE_BS_06B031,SE,BS,6,6B
S_SE_BS_06B032,SE,BS,6,6B
S_SE_BS_06B033,SE,BS,6,6B
S_SE_BS_06B034,SE,BS,6,6B
S_SE_BS_06B035,SE,BS,6,6B
S_SE_BS_06B036,SE,BS,6,6B
S_SE_BS_06B037,SE,BS,6,6B
S_SE_BS_06B038,SE,BS,6,6B
S_SE_BS_06B039,SE,BS,6,6B
S_SE_BS_06B040,SE,BS,6,6B
S_SE_BS_06B041,SE,BS,6,6B
S_SE_BS_06B042,SE,BS,6,6B
S_SE_BS_06C001,SE,BS,6,6C
S_SE_BS_06C002,SE,BS,6,6C
S_SE_BS_06C003,SE,BS,6,6C
S_SE_BS_06C004,SE,BS,6,6C
S_SE_BS_06C005,SE,BS,6,6C
S_SE_BS_06C006,SE,BS,6,6C
S_SE_BS_06C007,SE,BS,6,6C
S_SE_BS_06C008,SE,BS,6,6C
S_SE_BS_06C009,SE,BS,6,6C
S_SE_BS_06C010,SE,BS,6,6C
S_SE_BS_06C011,SE,BS,6,6C
S_SE_BS_06C012,SE,BS,6,6C
S_SE_BS_06C013,SE,BS,6,6C
S_SE_BS_06C014,SE,BS,6,6C
S_SE_BS_06C015,SE,BS,6,6C
S_SE_BS_06C016,SE,BS,6,6C
S_SE_BS_06C017,SE,BS,6,6C
S_SE_BS_06C018,SE,BS,6,6C
S_SE_BS_06C019,SE,BS,6,6C
S_SE_BS_06C020,SE,BS,6,6C
S_SE_BS_06C021,SE,BS,6,6C
S_SE_BS_06C022,SE,BS,6,6C
S_SE_BS_06C023,SE,BS,6,6C
S_SE_BS_06C024,SE,BS,6,6C
S_SE_BS_06C025,SE,BS,6,6C
S_SE_BS_06C026,SE,BS,6,6C
S_SE_BS_06C027,SE,BS,6,6C
S_SE_BS_06C028,SE,BS,6,6C
S_SE_BS_06C029,SE,BS,6,6C
S_SE_BS_06C030,SE,BS,6,6C
S_SE_BS_06C031,SE,BS,6,6C
S_SE_BS_06C032,SE,BS,6,6C
S_SE_BS_06C033,SE,BS,6,6C
S_SE_BS_06C034,SE,BS,6,6C
S_SE_BS_06C035,SE,BS,6,6C
S_SE_BS_06C036,SE,BS,6,6C
S_SE_BS_06C037,SE,BS,6,6C
S_SE_BS_06C038,SE,BS,6,6C
S_SE_BS_06C039,SE,BS,6,6C
S_SE_BS_06C040,SE,BS,6,6C
S_SE_BS_06C041,SE,BS,6,6C
S_SE_BS_06C042,SE,BS,6,6C
S_SE_BS_07A001,SE,BS,7,7A
S_SE_BS_07A002,SE,BS,7,7A
S_SE_BS_07A003,SE,BS,7,7A
S_SE_BS_07A004,SE,BS,7,7A
S_SE_BS_07A005,SE,BS,7,7A
S_SE_BS_07A006,SE,BS,7,7A
S_SE_BS_07A007,SE,BS,7,7A
S_SE_BS_07A008,SE,BS,7,7A
S_SE_BS_07A009,SE,BS,7,7A
S_SE_BS_07A010,SE,BS,7,7A
S_SE_BS_07A011,SE,BS,7,7A
S_SE_BS_07A012,SE,BS,7,7A
S_SE_BS_07A013,SE,BS,7,7A
S_SE_BS_07A014,SE,BS,7,7A
S_SE_BS_07A015,SE,BS,7,7A
S_SE_BS_07A016,SE,BS,7,7A
S_SE_BS_07A017,SE,BS,7,7A
S_SE_BS_07A018,SE,BS,7,7A
S_SE_BS_07A019,SE,BS,7,7A
S_SE_BS_07A020,SE,BS,7,7A
S_SE_BS_07A021,SE,BS,7,7A
S_SE_BS_07A022,SE,BS,7,7A
S_SE_BS_07A023,SE,BS,7,7A
S_SE_BS_07A024,SE,BS,7,7A
S_SE_BS_07A025,SE,BS,7,7A
S_SE_BS_07A026,SE,BS,7,7A
S_SE_BS_07A027,SE,BS,7,7A
S_SE_BS_07A028,SE,BS,7,7A
S_SE_BS_07A029,SE,BS,7,7A
S_SE_BS_07A030,SE,BS,7,7A
S_SE_BS_07A031,SE,BS,7,7A
S_SE_BS_07A032,SE,BS,7,7A
S_SE_BS_07A033,SE,BS,7,7A
S_SE_BS_07A034,SE,BS,7,7A
S_SE_BS_07A035,SE,BS,7,7A
S_SE_BS_07B001,SE,BS,7,7B
S_SE_BS_07B002,SE,BS,7,7B
S_SE_BS_07B003,SE,BS,7,7B
S_SE_BS_07B004,SE,BS,7,7B
S_SE_BS_07B005,SE,BS,7,7B
S_SE_BS_07B006,SE,BS,7,7B
S_SE_BS_07B007,SE,BS,7,7B
S_SE_BS_07B008,SE,BS,7,7B
S_SE_BS_07B009,SE,BS,7,7B
S_SE_BS_07B010,SE,BS,7,7B
S_SE_BS_07B011,SE,BS,7,7B
S_SE_BS_07B012,SE,BS,7,7B
S_SE_BS_07B013,SE,BS,7,7B
S_SE_BS_07B014,SE,BS,7,7B
S_SE_BS_07B015,SE,BS,7,7B
S_SE_BS_07B016,SE,BS,7,7B
S_SE_BS_07B017,SE,BS,7,7B
S_SE_BS_07B018,SE,BS,7,7B
S_SE_BS_07B019,SE,BS,7,7B
S_SE_BS_07B020,SE,BS,7,7B
S_SE_BS_07B021,SE,BS,7,7B
S_SE_BS_07B022,SE,BS,7,7B
S_SE_BS_07B023,SE,BS,7,7B
S_SE_BS_07B024,SE,BS,7,7B
S_SE_BS_07B025,SE,BS,7,7B
S_SE_BS_07B026,SE,BS,7,7B
S_SE_BS_07B027,SE,BS,7,7B
S_SE_BS_07B028,SE,BS,7,7B
S_SE_BS_07B029,SE,BS,7,7B
